customer_id,city,gender,age
customer1,Malard,women,19.0
customer610,Robatkarim,men,35.0
customer225,Fardis,women,21.0
customer500,Tehran,women,40.0
customer407,Karaj,women,38.0
customer4,Malard,women,25.0
customer472,Tehran,women,31.0
customer121,Malard,women,36.0
customer5,Malard,women,21.0
customer499,Tehran,women,41.0
customer263,Fardis,women,30.0
customer6,Malard,women,23.0
customer8,Malard,women,25.0
customer9,,men,18.0
customer305,Fardis,women,45.0
customer532,Tehran,women,20.0
customer10,Malard,women,22.0
customer520,Tehran,women,56.0
customer609,Ahmadabadmostofi,women,37.0
customer262,Fardis,women,29.0
customer108,Malard,women,42.0
customer273,Fardis,men,27.0
customer11,Malard,women,20.0
customer332,Fardis,women,49.0
customer430,Karaj,men,42.0
customer36,Malard,men,30.0
customer475,Tehran,women,34.0
customer546,Tehran,men,46.0
customer508,Tehran,women,42.0
customer12,Malard,women,21.0
customer301,Fardis,women,39.0
customer523,Tehran,women,47.0
customer3,Malard,women,20.0
customer14,Malard,men,25.0
customer431,Karaj,men,41.0
customer15,Malard,women,24.0
customer246,Fardis,women,27.0
customer16,Malard,women,23.0
customer237,Fardis,women,32.0
customer17,Malard,men,25.0
customer372,Karaj,women,24.0
customer18,Malard,women,25.0
customer220,Fardis,women,24.0
customer357,Karaj,men,18.0
customer19,Malard,women,19.0
customer211,Fardis,women,22.0
customer20,Malard,women,20.0
customer521,Tehran,women,49.0
customer502,Tehran,women,38.0
customer441,Karaj,women,53.0
customer172,Malard,women,46.0
customer23,Malard,women,23.0
customer459,Tehran,women,22.0
customer506,Tehran,women,43.0
customer28,Malard,women,18.0
customer29,Malard,men,23.0
customer595,Shahryar,men,59.0
customer507,Tehran,women,40.0
customer65,Malard,women,26.0
customer32,Malard,men,27.0
customer266,Fardis,women,32.0
customer34,Malard,men,27.0
customer35,Malard,men,26.0
customer37,Malard,men,31.0
customer383,Karaj,women,29.0
customer38,Malard,men,33.0
customer39,Malard,men,35.0
customer374,Karaj,women,29.0
customer41,Malard,men,31.0
customer600,Andishe4,women,26.0
customer43,Malard,men,30.0
customer424,Karaj,women,39.0
customer44,Malard,men,31.0
customer545,Tehran,men,50.0
customer45,Malard,men,32.0
customer529,Tehran,men,21.0
customer256,Fardis,women,30.0
customer219,Fardis,women,24.0
customer46,Malard,men,34.0
customer309,Fardis,women,41.0
customer47,Malard,men,35.0
customer258,Fardis,women,29.0
customer48,Malard,men,34.0
customer22,Malard,men,22.0
customer206,Fardis,men,25.0
customer49,Malard,men,33.0
customer289,Fardis,men,40.0
customer50,Malard,women,32.0
customer51,Malard,women,31.0
customer311,Fardis,women,38.0
customer52,Malard,women,33.0
customer53,Malard,women,31.0
customer591,Mashhad,men,58.0
customer55,Malard,women,28.0
customer443,Karaj,women,56.0
customer56,Malard,women,29.0
customer328,Fardis,women,51.0
customer540,Tehran,women,49.0
customer58,Malard,women,30.0
customer59,Malard,women,28.0
customer363,Karaj,women,19.0
customer485,Tehran,women,32.0
customer66,Malard,women,35.0
customer27,Malard,men,19.0
customer498,Tehran,women,42.0
customer68,Malard,women,32.0
customer69,Malard,women,31.0
customer365,Karaj,women,21.0
customer70,Malard,women,30.0
customer73,Malard,women,33.0
customer382,Karaj,women,35.0
customer74,Malard,women,33.0
customer209,Fardis,women,24.0
customer76,Malard,women,31.0
customer255,Fardis,women,30.0
customer77,Malard,women,31.0
customer78,Malard,women,33.0
customer368,Karaj,women,22.0
customer79,Malard,women,29.0
customer208,Fardis,men,23.0
customer80,Malard,women,28.0
customer444,Karaj,women,55.0
customer84,Malard,women,27.0
customer465,Tehran,women,25.0
customer85,Malard,women,28.0
customer482,Tehran,women,26.0
customer86,Malard,women,29.0
customer87,Malard,women,33.0
customer462,Tehran,women,20.0
customer88,Malard,women,34.0
customer276,Fardis,men,31.0
customer89,Malard,women,31.0
customer91,Malard,women,35.0
customer538,Tehran,women,19.0
customer392,Karaj,women,31.0
customer433,Karaj,men,39.0
customer95,Malard,women,30.0
customer497,Tehran,women,43.0
customer488,Tehran,women,27.0
customer98,Malard,women,28.0
customer370,Karaj,women,25.0
customer99,Malard,women,27.0
customer542,Tehran,women,39.0
customer102,Malard,women,28.0
customer526,Tehran,women,60.0
customer104,Malard,women,45.0
customer105,Malard,women,43.0
customer299,Fardis,women,41.0
customer106,Malard,women,40.0
customer409,Karaj,women,41.0
customer107,Malard,women,41.0
customer111,Malard,women,36.0
customer607,Zanjan,women,33.0
customer395,Karaj,women,34.0
customer112,Malard,women,39.0
customer403,Karaj,men,28.0
customer113,Malard,women,30.0
customer241,Fardis,women,35.0
customer115,Malard,women,42.0
customer226,Fardis,women,26.0
customer117,Malard,women,44.0
customer118,Malard,women,43.0
customer586,Sarasiab,women,31.0
customer122,Malard,women,36.0
customer123,Malard,women,37.0
customer124,Sarasiab,women,15.0
customer125,Malard,women,39.0
customer126,Malard,women,40.0
customer537,Tehran,women,18.0
customer127,Malard,women,41.0
customer336,Fardis,women,53.0
customer131,Malard,women,45.0
customer133,Malard,women,38.0
customer483,Tehran,women,34.0
customer134,Malard,women,37.0
customer135,Malard,women,39.0
customer604,Eslamshahr,men,28.0
customer136,Malard,women,40.0
customer344,Fardis,women,52.0
customer138,Malard,women,42.0
customer345,Fardis,women,51.0
customer139,Malard,women,42.0
customer525,Tehran,women,61.0
customer140,Malard,women,44.0
customer141,Malard,women,43.0
customer582,Tabriz,women,18.0
customer143,Malard,men,45.0
customer144,Malard,men,45.0
customer599,Safadasht,women,33.0
customer145,Malard,men,44.0
customer146,Malard,men,45.0
customer147,Malard,men,41.0
customer425,Karaj,women,38.0
customer149,Malard,men,43.0
customer366,Karaj,women,23.0
customer150,Malard,men,40.0
customer152,Malard,men,39.0
customer410,Karaj,women,44.0
customer154,Malard,men,37.0
customer155,Malard,men,36.0
customer300,Fardis,women,40.0
customer156,Malard,men,36.0
customer159,Malard,men,45.0
customer283,Fardis,men,42.0
customer2,Malard,women,25.0
customer161,Malard,women,48.0
customer214,Fardis,women,20.0
customer162,Malard,women,49.0
customer163,Malard,women,50.0
customer217,Fardis,women,22.0
customer602,Andishe3,women,45.0
customer164,Malard,women,50.0
customer165,Malard,women,51.0
customer557,Neyshaboor,women,24.0
customer563,Rasht,women,19.0
customer333,Fardis,women,48.0
customer166,Malard,women,58.0
customer167,Malard,women,59.0
customer558,Andishe1,women,20.0
customer81,Malard,women,27.0
customer330,Fardis,women,53.0
customer169,Malard,women,52.0
customer551,Tehran,women,38.0
customer170,Malard,women,48.0
customer171,Malard,women,46.0
customer528,Tehran,men,19.0
customer173,Malard,women,47.0
customer342,Fardis,women,55.0
customer343,Fardis,women,54.0
customer176,Malard,women,50.0
customer177,Malard,women,51.0
customer179,Malard,women,53.0
customer180,Malard,women,55.0
customer181,,women,56.0
customer182,Malard,women,58.0
customer230,Fardis,women,30.0
customer183,Malard,women,56.0
customer287,Fardis,men,39.0
customer184,Malard,men,57.0
customer559,Zahedan,women,26.0
customer320,Fardis,women,39.0
customer186,Malard,men,51.0
customer239,Fardis,women,31.0
customer187,Malard,men,52.0
customer190,Malard,women,60.0
customer590,Safadasht,men,51.0
customer191,Malard,women,62.0
customer243,Fardis,women,29.0
customer192,Malard,women,61.0
customer419,Karaj,women,42.0
customer461,Tehran,women,20.0
customer194,Malard,men,65.0
customer196,Malard,women,62.0
customer347,Fardis,men,47.0
customer197,Malard,women,68.0
customer568,Hashtgerd,women,31.0
customer200,Malard,women,66.0
customer606,Andishe1,men,38.0
customer201,Malard,women,63.0
customer202,Malard,women,59.0
customer203,Fardis,men,18.0
customer204,Fardis,men,18.0
customer25,Malard,women,24.0
customer452,Karaj,men,65.0
